episode,loss,reward,epsilon
1,427444.24709990714,2027.775,0.99
1,859457.4526710327,1967.925,0.99
1,1073250.8550559538,2054.8499999999995,0.99
1,1820878.081960294,2537.9249999999993,0.99
1,251188.19280363343,2106.1499999999996,0.99
1,1037408.1081933817,2051.9999999999995,0.99
1,1289556.1895261728,2103.2999999999997,0.99
1,673399.3793377756,1963.6499999999996,0.99
1,174784.1289762709,1960.8,0.99
1,184051.92539369132,2037.7499999999995,0.99
1,350725.15121561126,1999.2749999999999,0.99
1,121531.04617740534,2071.95,0.99
1,532685.1534511171,2215.875,0.99
1,607445.8441555486,2238.6749999999997,0.99
1,216097.05783918238,2057.7,0.99
1,90211.12545658206,2184.5249999999996,0.99
1,823752.0808616661,2710.35,0.99
1,86150.64416204068,2036.3249999999996,0.99
1,117575.93129878964,2013.5249999999996,0.99
1,272949.7247709821,2087.6249999999995,0.99
1,177723.9733428831,2183.1,0.99
1,740920.3244721675,1994.9999999999998,0.99
1,140844.15865336495,2398.2749999999996,0.99
1,463090.4820825771,2166.0,0.99
1,168408.41115212016,2255.775,0.99
1,239915.00002275012,2319.8999999999996,0.99
1,479387.59835616837,2096.175,0.99
1,1568820.414574151,2154.6,0.99
1,374530.35736242856,2267.1749999999997,0.99
1,881902.5014059667,2301.375,0.99
1,750933.0834270352,2178.825,0.99
1,902138.7446280108,2292.825,0.99
1,1443049.3529093051,2751.6749999999997,0.99
1,254060.48857753995,2260.0499999999997,0.99
1,555621.717246829,2066.2499999999995,0.99
1,415553.96871285466,2431.0499999999997,0.99
1,90090.49431053876,2455.2749999999996,0.99
1,173586.44527156826,2002.1249999999995,0.99
1,1725897.036939864,2516.5499999999997,0.99
1,982498.8689030749,2188.7999999999993,0.99
1,100450.17344983672,2299.95,0.99
1,674284.7828204993,2627.7,0.99
1,412020.18836906087,2394.0,0.99
1,500576.2225032347,2309.9249999999997,0.99
1,1663009.9563443987,2728.875,0.99
1,800337.0226850167,2307.075,0.99
1,387034.65880632773,2007.8249999999996,0.99
1,398953.587093203,2403.9749999999995,0.99
1,399779.9827760933,2084.7749999999996,0.99
1,103231.94964679112,2443.8749999999995,0.99
1,450349.9002727672,2153.175,0.99
1,241003.89090089785,2462.3999999999996,0.99
1,154408.98869182274,2248.65,0.99
1,140297.27037941298,2214.45,0.99
1,187517.91525193688,2154.6,0.99
1,265209.7764476378,2232.9749999999995,0.99
1,374926.7640547638,2305.6499999999996,0.99
1,73155.80573380193,2328.45,0.99
1,1807745.063296906,2097.6,0.99
1,213600.9726019728,2327.0249999999996,0.99
1,1155836.8849933296,2763.0750000000003,0.99
1,1073086.4577330279,2318.475,0.99
1,347941.0019755714,2469.5249999999996,0.99
1,275314.1534132379,2198.7749999999996,0.99
1,145991.17735622817,2319.8999999999996,0.99
1,764464.3363877392,2237.25,0.99
1,84311.47382920005,2446.725,0.99
1,300301.95089716197,2319.8999999999996,0.99
1,179107.18443809688,2365.5,0.99
1,13499.313517269038,2381.175,0.99
1,200943.95221134037,2295.6749999999997,0.99
1,80874.95467684911,2426.7749999999996,0.99
1,2526227.4386471324,2036.3249999999996,0.99
1,102583.70992789892,2331.2999999999997,0.99
1,191309.46732131785,2334.1499999999996,0.99
1,272026.5987963021,2295.6749999999993,0.99
1,157895.58999855956,2265.75,0.99
1,523845.79289387143,2307.075,0.99
1,443139.05495099287,2207.325,0.99
1,415904.76499243174,2519.3999999999996,0.99
1,195509.6616671327,2341.2749999999996,0.99
1,328309.3275813327,2154.5999999999995,0.99
1,662907.6787746467,2187.375,0.99
1,76759.35256336548,2446.725,0.99
1,588971.4266078818,2077.6499999999996,0.99
1,179166.24711729217,2386.875,0.99
1,418359.62672167376,2217.3,0.99
1,326410.82615314034,2406.825,0.99
1,245719.81638437684,2183.0999999999995,0.99
1,815096.3231666129,2153.175,0.99
1,179952.61896989055,2324.1749999999997,0.99
1,272163.519128097,2509.4249999999997,0.99
1,558254.0670106767,2264.325,0.99
1,488048.4844229745,2190.225,0.99
1,1061688.0073737334,2327.0249999999996,0.99
1,179568.85187397117,2465.25,0.99
1,235107.64241251652,2321.325,0.99
1,436134.79374470515,2319.8999999999996,0.99
1,190828.69215675184,2289.975,0.99
1,459898.8352404022,2432.4749999999995,0.99
1,111026.00520938754,2319.9,0.99
1,90867.83201448871,2406.825,0.99
1,165877.19577880838,2452.425,0.99
1,35559.41151993784,2512.2749999999996,0.99
1,412678.3364927452,2288.5499999999997,0.99
1,115578.07502125614,2559.3,0.99
1,223947.90758290363,2374.0499999999993,0.99
1,74491.33669350168,2488.0499999999997,0.99
1,580471.3870909216,2254.3499999999995,0.99
1,540020.5331556869,2255.7749999999996,0.99
1,1110330.2201083351,2228.7,0.99
1,572146.3555089603,2388.2999999999997,0.99
1,516186.8185137219,2482.35,0.99
1,623613.2685697384,2301.375,0.99
1,83258.5217700421,2418.225,0.99
1,892460.8437254231,2173.125,0.99
1,784726.5604876382,2228.7,0.99
1,253372.1299794829,2580.6749999999997,0.99
1,145844.62585987803,2355.525,0.99
1,676460.4078238154,2369.7749999999996,0.99
1,192257.5426900228,2412.5249999999996,0.99
1,292209.0740446613,2308.4999999999995,0.99
1,259973.96826098848,2557.875,0.99
1,631061.0106104063,2163.15,0.99
1,54337.69848170558,2547.8999999999996,0.99
1,280444.3754711232,2399.7,0.99
1,212066.1424541945,2443.875,0.99
1,162542.916165466,2378.325,0.99
1,301118.0643403702,2217.3,0.99
1,660881.1205037497,2191.6499999999996,0.99
1,156647.08174104866,2366.9249999999997,0.99
1,242489.0540888119,2289.975,0.99
1,61773.96780348054,2401.125,0.99
1,233478.5997549991,2265.75,0.99
1,265299.4253288036,2305.6499999999996,0.99
1,274497.99711231014,2277.1499999999996,0.99
1,186362.92670858005,2688.975,0.99
1,219099.45058604056,2509.4249999999997,0.99
1,639940.040001476,2378.325,0.99
1,141010.93032585835,2442.45,0.99
1,248435.6893860721,2228.7,0.99
1,128843.89293898595,2505.15,0.99
1,255248.51899122557,2593.5,0.99
1,133682.71657513303,2599.2,0.99
1,506675.45664002263,2388.2999999999997,0.99
1,379265.98211889446,2392.575,0.99
1,940984.175455386,2318.475,0.99
1,586935.6206221776,2203.0499999999993,0.99
1,672954.3049292087,2354.1,0.99
1,1935031.1253657741,2788.725,0.99
1,265084.17056651134,2738.8499999999995,0.99
1,219868.43517690795,2563.575,0.99
1,70132.75106805396,2408.2499999999995,0.99
1,192325.08274983423,2523.6749999999997,0.99
1,682511.8523696957,2289.975,0.99
1,435780.77027693874,2546.4749999999995,0.99
1,95307.67024195417,2344.125,0.99
1,976233.2046552119,2778.75,0.99
1,707998.9155770394,2277.15,0.99
1,339437.8323678925,2349.825,0.99
1,96734.7573486423,2647.65,0.99
1,60356.32166965991,2745.9749999999995,0.99
1,205712.47990752262,2624.8499999999995,0.99
1,1465740.301334376,2773.0499999999997,0.99
1,431718.381465749,2510.8499999999995,0.99
1,301641.63350626954,2389.725,0.99
1,189857.00491466915,2698.95,0.99
1,456479.243042664,2708.9249999999997,0.99
1,279477.0556887217,2348.3999999999996,0.99
1,406817.921369647,2594.9249999999997,0.99
1,53084.06048331398,2656.2,0.99
1,49326.9056251772,2573.55,0.99
1,86768.17781052948,2724.6,0.99
1,1065033.2750185342,2268.6,0.99
1,411748.6428337665,2388.2999999999997,0.99
1,125350.82790857289,2714.6249999999995,0.99
1,180552.60199025355,2584.95,0.99
1,660395.5944565303,2242.95,0.99
1,192714.87960662995,2411.1,0.99
1,590947.4828942826,2365.4999999999995,0.99
1,256587.38052008316,2673.3,0.99
1,403826.51473619556,2335.575,0.99
1,135143.05013075715,2422.4999999999995,0.99
1,521089.8587104379,2230.125,0.99
1,418125.1270971203,2453.8499999999995,0.99
1,269266.2122936787,2322.75,0.99
1,329829.94117581204,2465.2499999999995,0.99
1,57835.3228919712,2613.45,0.99
1,575412.8695342862,2394.0,0.99
1,711876.9810812939,2302.7999999999997,0.99
1,212046.19203520322,2366.9249999999997,0.99
1,149887.79975837597,2480.925,0.99
1,86358.98578079455,2530.8,0.99
1,395782.65274143557,2240.0999999999995,0.99
1,312659.7941723581,2701.8,0.99
1,791469.655876834,2307.075,0.99
1,33877.81892439083,2657.6249999999995,0.99
1,223734.44103645132,2500.8749999999995,0.99
1,156891.74239324772,2486.625,0.99
1,335780.56282056356,2248.6499999999996,0.99
1,275205.21147174103,2305.65,0.99
1,348290.9516007465,2741.7,0.99
1,60915.34116207897,2713.2,0.99
1,456410.26834994723,2173.125,0.99
1,66859.74302578498,2483.7749999999996,0.99
1,568541.2764639868,2359.8,0.99
1,56471.28800553992,2754.5249999999996,0.99
1,184605.43994904234,2573.5499999999997,0.99
1,137842.600493969,2707.5,0.99
1,158329.15311498925,2631.9749999999995,0.99
1,342323.7031206251,2369.775,0.99
1,76826.748398946,2711.775,0.99
1,13873.018868214112,2755.95,0.99
1,379682.65589652525,2433.8999999999996,0.99
1,442549.78551102406,2369.775,0.99
1,25937.208218060754,2751.6749999999997,0.99
1,289655.033212871,2278.575,0.99
1,36405.90758831332,2765.9249999999993,0.99
1,88647.57334249458,2753.1,0.99
1,487914.6423987618,2215.875,0.99
1,111632.28822755837,2755.95,0.99
1,241904.12889349659,2435.325,0.99
1,77812.28790501511,2533.65,0.99
1,442573.28553011164,2342.7,0.99
1,46452.8254810684,2626.275,0.99
1,502221.44637845934,2352.675,0.99
1,104619.97974792379,2403.975,0.99
1,26343.750987519627,2774.4749999999995,0.99
1,419647.70764140564,2183.1000000000004,0.99
1,114643.84176240003,2633.3999999999996,0.99
1,683495.3805815127,2364.075,0.99
1,361644.15728306863,2260.05,0.99
1,302063.395661842,2566.425,0.99
1,278296.01466406975,2574.975,0.99
1,382310.09382087353,2680.425,0.99
1,156488.12987617732,2765.9249999999997,0.99
1,464528.2668319714,2282.8499999999995,0.99
1,89827.26723617337,2563.575,0.99
1,111866.28411011152,2418.225,0.99
1,396873.833390598,2304.225,0.99
1,280063.9793623277,2344.125,0.99
1,177767.98862032444,2693.2499999999995,0.99
1,346150.9263297135,2298.525,0.99
1,257140.12162578016,2552.1749999999997,0.99
1,76957.70490790365,2781.5999999999995,0.99
1,89769.0839132604,2536.5,0.99
1,41765.16719744263,2784.45,0.99
1,457715.04178777745,2183.1,0.99
1,103990.34097171787,2395.4249999999997,0.99
1,555979.9166720518,2800.125,0.99
1,399176.81197892566,2301.375,0.99
1,70147.92256552866,2768.7749999999996,0.99
1,41927.487062772794,2661.9,0.99
1,213546.9167290575,2301.375,0.99
1,73415.25043408517,2446.7249999999995,0.99
1,156275.58060399198,2365.4999999999995,0.99
1,7670.5402526258185,2751.675,0.99
1,67438.7884527251,2620.575,0.99
1,337700.80084216036,2352.6749999999997,0.99
1,176734.3885518894,2382.6,0.99
1,272953.2115837368,2325.6,0.99
1,238481.73840013565,2356.95,0.99
1,317062.93367524375,2469.525,0.99
1,99749.9731410041,2774.475,0.99
1,274643.7973217553,2318.475,0.99
1,82605.38004114373,2421.0750000000003,0.99
1,61036.019843456554,2573.55,0.99
1,330456.5661862052,2770.2,0.99
1,89201.97965030478,2765.9249999999993,0.99
1,59749.90070102965,2777.325,0.99
1,67373.32523309688,2784.45,0.99
1,208751.09972410166,2375.475,0.99
1,166318.068725083,2469.525,0.99
1,127356.60921397162,2768.7749999999996,0.99
1,292691.85033643694,2516.5499999999997,0.99
1,181504.18088079494,2647.65,0.99
1,96161.93014144641,2783.0249999999996,0.99
1,22897.29307363637,2777.325,0.99
1,24989.85470634589,2788.725,0.99
1,36240.03793115526,2765.9249999999997,0.99
1,31182.38476119664,2770.2,0.99
1,75555.95223297167,2680.4249999999997,0.99
1,242936.01152575068,2317.0499999999997,0.99
1,192964.13252320723,2355.525,0.99
1,86587.12337344713,2559.3,0.99
1,104867.23746263512,2476.6499999999996,0.99
1,325238.04179795255,2175.9750000000004,0.99
1,150893.57119745295,2389.725,0.99
1,58801.50172416359,2740.2749999999996,0.99
1,498645.5791571816,2793.0,0.99
1,165156.70893331795,2478.075,0.99
1,206257.84069799434,2562.1499999999996,0.99
1,40379.45430367389,2777.325,0.99
1,108714.28826628884,2480.925,0.99
1,10609.851919602399,2794.425,0.99
1,235236.52928892855,2716.0499999999997,0.99
1,249839.30630991954,2351.25,0.99
1,145689.8849294865,2773.0499999999997,0.99
1,648044.1216072224,2804.4,0.99
1,1074815.7734573425,2262.8999999999996,0.99
1,228884.45227259916,2771.625,0.99
1,975923.5134920985,2795.85,0.99
1,400728.549279792,2653.35,0.99
1,196916.18527516862,2405.4,0.99
1,82191.10478553361,2781.6,0.99
1,65334.22328094487,2781.6,0.99
1,426753.9822356874,2696.0999999999995,0.99
1,464066.55537448724,2565.0,0.99
1,871168.5980402501,2369.7749999999996,0.99
1,926615.7174796261,2277.1499999999996,0.99
1,730191.7076521358,2302.8,0.99
1,89630.58593193718,2778.75,0.99
1,19788.68885240012,2791.575,0.99
1,267798.0630809851,2327.0249999999996,0.99
1,508513.3833432672,2790.15,0.99
1,552769.7604961176,2775.8999999999996,0.99
1,757499.5663814453,2783.0249999999996,0.99
1,330395.52032016334,2435.325,0.99
1,249688.90994717993,2790.15,0.99
1,173548.6500454854,2375.475,0.99
1,522871.1549975739,2359.8,0.99
1,130291.86163155625,2777.325,0.99
1,1389685.6346774118,2235.825,0.99
1,530035.0991504814,2185.95,0.99
1,126530.25498164282,2673.3,0.99
1,429249.3160502662,2267.175,0.99
1,30822.370339995265,2780.175,0.99
1,217632.04305763709,2804.3999999999996,0.99
1,88031.93247214783,2617.725,0.99
1,75841.0231689293,2707.4999999999995,0.99
1,105540.99408945149,2426.7749999999996,0.99
1,2919.5462732563064,2774.475,0.99
1,868783.7283192931,2221.575,0.99
1,186561.83327618468,2814.375,0.99
1,152051.86301874445,2808.6749999999997,0.99
1,34320.87611867664,2690.3999999999996,0.99
1,483193.54030326416,2317.05,0.99
1,110929.85932564217,2791.575,0.99
1,186948.44229260486,2348.4,0.99
1,129129.04842831907,2768.7749999999996,0.99
1,81847.89205903461,2780.175,0.99
1,20202.48456986554,2553.6,0.99
1,34808.07379136541,2666.1749999999997,0.99
1,94269.00561546776,2661.8999999999996,0.99
1,11844.136331952908,2785.875,0.99
1,24679.724048901517,2674.725,0.99
1,13942.845935090387,2750.25,0.99
1,65964.10264622493,2792.9999999999995,0.99
1,85799.53006113974,2793.0,0.99
1,58081.6563349841,2647.6499999999996,0.99
1,108307.49611686541,2566.4249999999997,0.99
1,77990.54292182671,2754.5249999999996,0.99
1,101687.36368647707,2736.0,0.99
1,121803.08131966676,2499.45,0.99
1,43386.65139872386,2751.6749999999997,0.99
1,60364.13971207653,2607.7499999999995,0.99
1,122634.99625542681,2589.2250000000004,0.99
1,77193.26285619609,2790.1499999999996,0.99
1,153696.1818015269,2453.85,0.99
1,55493.100071089844,2647.6499999999996,0.99
1,24165.76741873611,2800.125,0.99
1,278570.0078322286,2368.35,0.99
1,13273.44244299004,2787.3,0.99
1,48767.87169748782,2671.875,0.99
1,476668.3162332839,2337.0,0.99
1,14481.78812818759,2773.0499999999997,0.99
1,47197.01807680953,2797.275,0.99
1,616069.7300491342,2247.225,0.99
1,26293.48109204955,2788.725,0.99
1,100378.72875482842,2460.975,0.99
2,27621.325534084208,2791.5749999999994,0.98901
2,38446.49858217041,2758.7999999999997,0.98901
2,16932.93552253987,2783.0249999999996,0.98901
2,352733.5321484537,2438.175,0.98901
2,88256.8919250707,2604.8999999999996,0.98901
2,22175.50486874775,2790.15,0.98901
2,66279.21644540274,2794.425,0.98901
2,467816.90653521573,2036.325,0.98901
2,130857.34398846942,2451.0,0.98901
2,32501.381171942736,2649.075,0.98901
2,58205.42767127921,2802.9750000000004,0.98901
2,123101.83521741079,2446.725,0.98901
2,222474.71791739046,2376.8999999999996,0.98901
2,71026.77604341028,2577.825,0.98901
2,479956.81501543114,2314.2,0.98901
2,148244.6472500785,2371.2,0.98901
2,313819.03748610936,2044.8749999999998,0.98901
2,97156.24433925292,2793.0,0.98901
2,1050858.430387276,2261.4750000000004,0.98901
2,170055.0719102102,2667.5999999999995,0.98901
2,675619.2348715984,2366.925,0.98901
2,534389.7134238716,1774.125,0.98901
2,455008.7687653772,1785.525,0.98901
2,264295.9144837711,2763.075,0.98901
2,216560.85464335192,2801.55,0.98901
2,113445.64879670567,2446.725,0.98901
2,34947.28047013155,2767.35,0.98901
2,546776.5292844075,1878.1499999999999,0.98901
2,536795.55578213,2372.625,0.98901
2,459256.2980593836,2301.375,0.98901
2,596071.2107785814,1878.1499999999999,0.98901
2,59748.51032967785,2793.0,0.98901
2,162970.88816674502,2793.0,0.98901
2,114069.52249909815,2814.375,0.98901
2,29375.972757597647,2790.1499999999996,0.98901
2,24653.90300784135,2787.2999999999997,0.98901
2,579131.334390077,2372.625,0.98901
2,925727.3057375092,2321.325,0.98901
2,245924.90853190885,2790.1499999999996,0.98901
2,1382543.771910558,1890.975,0.98901
2,566120.8117711612,2344.125,0.98901
2,38977.37459499113,2622.0,0.98901
2,769295.905489279,2260.05,0.98901
2,309200.48783464625,2436.75,0.98901
2,285611.90256707626,2348.4,0.98901
2,460274.2796232994,2801.5499999999997,0.98901
2,450395.16069297027,1863.8999999999996,0.98901
2,314996.9177569058,2791.5750000000003,0.98901
2,294266.9913098021,2134.65,0.98901
2,25067.263018505062,2738.85,0.98901
2,211219.3414915,2359.7999999999997,0.98901
2,21704.636448300036,2798.7,0.98901
2,10499.307773548819,2802.9750000000004,0.98901
2,56070.97833433353,2623.425,0.98901
2,60286.93045687345,2579.25,0.98901
2,219139.49805950143,1930.875,0.98901
2,545519.4562643426,2791.575,0.98901
2,388124.29681511427,2257.2,0.98901
2,444046.6028525375,1872.4499999999998,0.98901
2,255272.9361550692,1985.0249999999996,0.98901
2,298100.3367470916,2436.75,0.98901
2,177768.1191048479,2499.45,0.98901
2,46917.78470982173,2805.825,0.98901
2,8099.70894818293,2808.6749999999997,0.98901
2,192152.94549498282,2687.5499999999997,0.98901
2,606019.970570422,2489.475,0.98901
2,948949.3052318519,2184.5249999999996,0.98901
2,1249984.6998536217,2297.1000000000004,0.98901
2,547217.8513100079,2362.6499999999996,0.98901
2,485215.2707936321,2348.3999999999996,0.98901
2,29241.907805634175,2800.125,0.98901
2,257693.5325255213,2364.0750000000003,0.98901
2,212702.33849377383,2366.9249999999997,0.98901
2,494352.1833007014,1896.675,0.98901
2,252348.9262231664,2368.35,0.98901
2,339319.2770893446,2736.0,0.98901
2,465635.18721036555,2753.1,0.98901
2,306580.2181247298,2345.5499999999997,0.98901
2,223323.90918983117,2807.25,0.98901
2,270146.70360696985,2375.475,0.98901
2,194224.99711115228,2529.375,0.98901
2,6190.398790016607,2797.2749999999996,0.98901
2,531324.447814957,2153.175,0.98901
2,270459.72205012094,2788.725,0.98901
2,704295.1277061081,2408.25,0.98901
2,1390255.7954600882,2298.5249999999996,0.98901
2,73277.23905819844,2788.725,0.98901
2,545610.9231856532,2241.5249999999996,0.98901
2,42804.15363120363,2670.45,0.98901
2,248127.6446701758,2401.125,0.98901
2,119603.5262632765,2788.725,0.98901
2,297074.1183586451,2800.125,0.98901
2,461813.8728240683,2436.75,0.98901
2,247708.4200796133,2795.85,0.98901
2,555282.5932003394,2188.7999999999997,0.98901
2,115115.73136995017,2797.2749999999996,0.98901
2,79030.0996090899,2808.6749999999997,0.98901
2,359673.49243427196,1915.1999999999998,0.98901
2,9200.557906747646,2797.275,0.98901
2,9713.57553357724,2797.2749999999996,0.98901
2,1002913.5308592096,1784.1,0.98901
2,421748.6880606332,2113.2749999999996,0.98901
2,35042.45814700081,2802.975,0.98901
2,251578.3719422023,2128.95,0.98901
2,48724.27171522753,2808.6749999999997,0.98901
2,83443.83326706283,2543.6249999999995,0.98901
2,267903.3409930076,2342.7,0.98901
2,70425.85465408642,2488.0499999999997,0.98901
2,112053.53508612362,2435.325,0.98901
2,10027.98679941029,2760.2249999999995,0.98901
2,40670.08025434159,2634.825,0.98901
2,596283.0737276482,2289.975,0.98901
2,28023.943953292717,2812.95,0.98901
2,104716.67928788226,2502.3,0.98901
2,92992.50685360159,2619.1499999999996,0.98901
2,7419.838008566667,2793.0,0.98901
2,63970.073080327595,2502.2999999999997,0.98901
2,598205.5014807862,2140.35,0.98901
2,274185.5544476677,2250.075,0.98901
2,127267.24493768794,2801.55,0.98901
2,311907.3294626592,1888.1249999999998,0.98901
2,150857.26818198976,2811.5249999999996,0.98901
2,138608.2291289705,2805.825,0.98901
2,250135.05730432126,2294.2499999999995,0.98901
2,59203.00287670834,2755.9500000000003,0.98901
2,185855.78127001383,2349.825,0.98901
2,159939.23314790934,2335.575,0.98901
2,193345.8652413559,2401.125,0.98901
2,75403.57458694375,2768.775,0.98901
2,131915.43866380167,2761.6499999999996,0.98901
2,544895.0729444735,2307.075,0.98901
2,127546.12749785773,2649.075,0.98901
2,45309.05537074784,2627.7,0.98901
2,58668.0781183176,2703.2249999999995,0.98901
2,8175.528725670556,2641.95,0.98901
2,25876.052010811552,2778.7499999999995,0.98901
2,55772.124774240685,2592.075,0.98901
2,699122.4150002714,2089.05,0.98901
2,797000.424390839,1845.375,0.98901
2,197268.1625762224,2359.7999999999997,0.98901
2,220365.4347619997,2288.5499999999997,0.98901
2,255187.49448055515,2800.1249999999995,0.98901
2,393129.9979909327,2361.225,0.98901
2,746774.9728893101,1838.25,0.98901
2,148453.92437243203,2795.85,0.98901
2,112157.24310595536,2406.825,0.98901
2,665839.4454157166,2118.9749999999995,0.98901
2,95602.61286907522,2389.725,0.98901
2,32567.804657822293,2674.725,0.98901
2,144928.02457059844,2734.575,0.98901
2,173575.50472676917,2405.3999999999996,0.98901
2,6951.374042627979,2790.1499999999996,0.98901
2,128431.23112532002,2327.0249999999996,0.98901
2,32599.09528872014,2797.2749999999996,0.98901
2,122034.07504799991,2807.25,0.98901
2,56196.92343761148,2783.0249999999996,0.98901
2,126343.27623293908,2339.8500000000004,0.98901
2,966247.5092619753,2439.6,0.98901
2,189741.28403645087,2496.6,0.98901
2,1399325.5275985184,1882.4249999999997,0.98901
2,101450.17305918064,2428.2,0.98901
2,91170.74526035406,2359.7999999999997,0.98901
2,411189.35827691003,2238.675,0.98901
2,495749.45892022684,2763.075,0.98901
2,194244.0341257344,2663.325,0.98901
